CHARACTER_ID,RACE,BACKGROUND,PRIMARY_CLASS,SUBCLASS,CHAR_LEVEL,FEATS,HITPOINTS,ARMOUR_CLASS,STRENGTH,DEXTERITY,CONSTITUTION,INTELLIGENCE,WISDOM,CHARISMA,ALIGNMENT,SKILLS,WEAPONS,SPELLS
d00272,Rock Gnome,City Watch,Fighter,Battle Master,4,Magic Initiate,37,17,14,14,15,13,10,9,LN,Athletics|History|Insight|Perception,"Glaive|Battleaxe|Crossbow, Light|The Joker (Greatsword)",Eldritch Blast*0|Poison Spray*0|Armor of Agathys*1
088d62,Dragonborn,Noble,Fighter,Battle Master,4,,43,18,17,14,16,10,10,10,Neutral/Good,Athletics|Acrobatics|History|Persuasion,Longsword|Handaxe,
297710,Stout Halfling,Charlatan,Bard,College of Lore,4,,39,14,8,16,14,12,10,17,Chaotic Neutral,Sleight of Hand|Arcana|Animal Handling|Insight|Perception|Deception|Performance|Persuasion,Quarterstaff|Dagger,
3b2679,Human,Haunted One,Sorcerer,Shadow Magic,4,,26,11,10,12,14,13,15,17,Chaotic Neutral,Arcana|Investigation|Deception|Intimidation,Sickle|Dagger,Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2
cb1021,High Elf,Far Traveler,Wizard,School of Abjuration,4,,22,14,10,19,13,18,12,13,,Arcana|Religion|Insight|Perception,Dagger,Fire Bolt (1d10 120ft)*0|Ray Of Frost (1d8 60ft)*0|Mage Hand (10lbs 30ft)*0|Message (120ft)*0|Magic Missile (3d4+3 120ft)*1|Find Familiar*1|Shield (+5 AC 1rnd)*1|Mage Armor (+3 AC 8hrs)*1|Charm Person*1|Chromatic Orb (3d8)*1|Comprehend Language*1|Invisibility*2|Aganazzars Scorcher 3d8*2|Rope Trick*2|Phantasmal Force*2
8458d3,Human,Sailor,Ranger,Hunter,4,Sharpshooter,48,14,10,16,16,12,14,8,,Athletics|Acrobatics|Investigation|Nature|Perception|Survival,Quarterstaff|Spear|Longbow,
0e2dc6,Human,Criminal,Rogue,Scout,4,Dungeon Delver|Lucky,30,14,10,16,10,14,10,14,,Sleight of Hand|Stealth|Investigation|Nature|Perception|Survival|Deception|Persuasion,Rapier|Shortbow|Dagger,
5a24d5,Human,Barbarian Tribe Member,Fighter,Battle Master,4,,42,16,18,15,15,13,16,14,NG,Athletics|Acrobatics|Survival|Intimidation,Longbow|Scimitar|Handaxe,
6f49cd,Tabaxi,Outlander,Rogue,Scout,4,,32,14,10,16,14,14,12,10,N,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival,Shortsword|Shortbow|Dagger,
be6f92,Tabaxi,Outlander,Monk,Way of the Kensei,4,,32,16,14,20,14,14,13,15,LG,Athletics|Acrobatics|Stealth|History|Perception|Survival,Quarterstaff|Dart|Unarmed strike,
d1e5de,Human,Barbarian Tribe Member,Druid,Circle of Dreams,4,,33,15,11,15,14,15,19,14,CN,Athletics|Arcana|Animal Handling|Survival,Quarterstaff,Poison Spray *0|Resistance *0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere *2|Heat Metal*2|Lesser Restoration *2
0fc51d,Flying Snake,,Ranger,Beast Master,4,,20,16,4,18,11,2,12,5,,Stealth|Perception,Bite,
489617,Human,Haunted One,Sorcerer,Shadow Magic,4,,23,11,10,12,13,11,12,17,Chaotic Neutral,Arcana|Investigation|Deception|Intimidation,Dagger|Dagger,Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2
f8758a,Warforged,Folk Hero,Fighter,Champion,4,Heavy Armor Master|Magic Initiate,36,18,18,14,14,10,10,10,Neutral Good,Athletics|Animal Handling|Survival|Intimidation,"Greatsword|Unarmed strike|Crossbow, heavy|Handaxe|Maul",Create Bonfire*0|Dancing Lights*0|Find Familiar*1
8e6a6b,Human,Soldier,Paladin,Oath of Vengeance,4,Polearm Master|Great Weapon Master,36,16,16,10,14,8,8,16,LN,Athletics|Insight|Perception|Intimidation|Persuasion,Glaive|Halberd|Javelin,Bane*1|Hunter‰Ûªs Mark*1
59b333,Human,Soldier,Paladin,Oath of Vengeance,4,Polearm Master|Sentinel,36,17,16,10,14,8,8,16,LN,Athletics|Insight|Perception|Intimidation|Persuasion,Glaive|Greatsword (Silvered)|Javelin|Glaive (Butt End),Bane*1|Hunter‰Ûªs Mark*1|Bless*1|Ceremony*1|Command*1|Compelled Duel *1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Divine Favor*1|Heroism*1|Protection from Good and Evil*1|Purify Food and Drink*1|Searing Smite*1|Shield of Faith*1|Thunderous Smite*1|Wrathful Smite*1
5b7eb1,Dark Elf,Urban Bounty Hunter,Ranger,Hunter,4,,28,14,10,16,10,12,14,16,Chaotic Neutral,Athletics|Stealth|Investigation|Insight|Perception|Deception,Shortsword|Longbow,Dancing Lights*0|Hunter's Mark*1|Cure Wounds*1|Faerie Fire*1|Hail Of Thorns*1
be4de2,Human,Noble,Bard,College of Whispers,4,Prodigy,31,12,12,13,14,14,14,14,,History|Insight|Medicine|Perception|Performance|Persuasion,Rapier|Dagger,Mending*0|Vicious Mockery*0|Friends*0|Cure Wounds*1|Healing Word*1|Sleep*1|Tasha's Hedeous Laughter*1|Shatter*2|Locate Object*2|Heat Metal*2
89dbe6,Human,Folk Hero,Wizard,School of Evocation,4,,30,12,10,14,16,18,11,10,,Arcana|Animal Handling|Insight|Survival,Quarterstaff,
e8ccf7,Hill Dwarf,Hermit,Druid,Circle of the Moon,4,,37,14,13,12,16,10,18,8,,Nature|Religion|Medicine|Perception,Club,Guidance*0
86c4c1,Sea Elf,Sage,Wizard,Lore Mastery,4,,30,12,12,15,17,18,15,13,,Arcana|History|Investigation|Insight|Perception,Quarterstaff|Dagger,Message*0|firebolt*0|shape water*0|Mending*0|absorb elements*1|detect magic*1|magic missile*1|colour spray*1|Disguise self*1|Mage armor*1|Shield*1|earthbind*2|invisibility*2|see invisibility*2|misty step*2|suggestion*2
dddfac,Lightfoot Halfling,Charlatan,Rogue,Assassin,4,,26,15,13,18,15,11,12,16,Chaotic Good,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance,Rapier|Shortbow|Dagger|Longsword,
53fc47,Half-Elf,Charlatan,Rogue,,4,Weapon Master,31,16,11,18,14,11,12,18,CG,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Shortsword|Shortsword|Dagger,
63c185,Human,Faction Agent,Ranger,Hunter,4,Skilled,32,16,8,18,10,14,14,12,,Athletics|History|Investigation|Nature|Religion|Insight|Perception,Shortsword|Six Gun,
745b74,Dark Elf,Criminal,Rogue,Assassin,4,,25,15,8,18,11,12,12,14,,Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Performance,Rapier|Whisper (Crit 17-20)|Dagger of Venom|Poison Strike,
d686a6,Hill Dwarf,Acolyte,Cleric,Life Domain,4,,43,17,12,10,16,11,18,10,,History|Religion|Insight|Medicine,"Mace|Crossbow, light|Sacred Flame|(1st+)Guiding Bolt",ScrdFlm/A/60ft/DxSV/1d8*0|SpareDying/A/stablise target *0|  Guidance/+1d4 to 1 AblCk*0|Bless/A/30ft/(3x)+1d4AbCk*1|Cure Wounds/A/+HP=1d8+7*1|Sanctuary/Ba30Ward/WisSv*1|ShdFth/Ba60/+2AC/10min*1|GuidingBolt/+5/120ft/4d6*1|Lesser Restoration*2|Spiritual Weapon*2|PrayHeal/6x/+HP=2d8+Wis*2|Aid/ 3x/ +5 temp HP*2|Warding Bond*2
36ce11,Human,Folk Hero,Monk,Way of the Open Hand,4,,43,19,15,19,17,12,17,12,,Athletics|Acrobatics|Animal Handling|Survival,Quarterstaff|Dart|Unarmed strike,
efcd72,Tiefling,Haunted One,Warlock,The Fiend,4,,30,13,10,11,14,12,12,20,,Arcana|Investigation|Deception|Intimidation,"Crossbow, light|Dagger|Eldrich Blast|(1st+)Burning Hands|(1st+)Witch Bolt|(1st+)Hellish Rebuke|(2nd+) Scorching Ray","EldrichBlast/+8/1d10+Cha*0|BladeWard/Act/resis (b,p,s)*0|TrueStrike/30ft/AdvNxtAtt*0|MageArmor/AC=13+Dex*0|Mending*0|BrninHnds/15ftc/DexSV/4d6*1|HelRbk/RA/60/DexSV/3d10*1|WitchBolt/A/30ft/+8/2d12*1|ScorchingRay/3x/+8/2d6ea*2|Misty Step(teleport 30ft)*2"
1d594f,Human,Mercenary Veteran,Fighter,Champion,4,,48,17,18,12,16,11,11,11,,Athletics|Acrobatics|Intimidation|Persuasion,"Stormsunder Greataxe|Longsword|Crossbow, light",
395b9a,Forest Gnome,Sage,Wizard,School of Evocation,4,,25,11,9,12,12,18,13,14,,Arcana|History|Investigation|Insight,Quarterstaff|Fire Bolt|(1st+)Magic Missle (3x)|(1st+)Thunderwave|(1st+)Burning Hands|(1st+)Witch Bolt|(1st+)Ray of Sickness|Aganazzar's Scorcher|Melf's Acid Arrow|Snilloc's SnowBall Swarm,Fire Bolt*0|Mending/2 lodestones/1min*0|TrueStrike/30ft/AdvNxtAtk*0|Mage Hand*0|Shield/R/+AC/untill next turn*1|Mage Armor/A/AC=13+Dex*1|Magic Missile/+5/3x1d4+1*1|Thunderwave/Con13/2d8*1|Burning Hands/Dex13/3d6*1|Detect Magic*1|Witch Bolt/+5/30ft/1d12*1|RaySickness/+5/60ft/2d8*1| Aganazzar's Scorcher*2|Melf's Acid Arrow*2|Scorching Ray*2|Snilloc's Snowball Swarm*2
c18779,Half-Orc,Outlander,Barbarian,Path of the Totem Warrior,4,Orcish Fury,56,15,18,14,16,8,8,10,,Athletics|Animal Handling|Perception|Survival|Intimidation,Stormsunder Greataxe|Handaxe|Javelin,
1d5917,Wood Elf,Hermit,Druid,Circle of the Moon,4,Savage Attacker,36,14,8,10,15,13,16,12,,Nature|Religion|Animal Handling|Medicine|Perception,Spear|Poison Spray|Thorn Whip|Heat Metal|Moonbeam,Poison Spray*0|Thorn Whip*0|Druidcraft*0|Beast Bond*1|Cure Wounds*1|Ice Knife*1|Snare*1|Barkskin*2|Heat Metal*2|Moonbeam*2
3bed4e,Half-Orc,Outlander,Barbarian,Path of the Totem Warrior,4,,16,14,18,13,16,8,12,10,Chaotic Evil,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin|Maul,
7ddf30,Human,Far Traveler,Druid,Circle of Dreams,4,,37,16,1,17,14,20,20,20,,Arcana|Nature|Insight|Perception,Scimitar,
3de95d,Kobold,Cloistered Scholar,Wizard,School of Abjuration,4,,22,13,6,16,12,16,14,10,TN,Arcana|History|Investigation|Insight,Dagger,
2b39ba,Serpentblood,Haunted One,Sorcerer,Draconic Bloodline,4,,31,13,8,11,14,13,12,18,,Arcana|Investigation|Deception|Persuasion,Dagger|Dagger,Ray Of Frost*0|Chill Touch*0|Poison Spray*0|Blade Ward*0|Blade Ward*1|Friends*1|Witch Bolt*1|Sleep*1|Shatter*2|Hold Person*2|Web*2
f60939,1/2 Elf--Var.,Faction Agent/Outlander,Paladin,Oath of Ancients,4,Heavy Armor Master,42,19,16,12,14,10,8,17,"""Good""",Athletics|Nature|Religion|Insight|Survival|Persuasion,Greatsword|Javelin|Quarterstaff|Whip,Fire Bolt*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Protect from Good/Evil*1|Command*1|(3 SMITES!!!)*1
efdb62,Human,Criminal,Fighter,Champion,4,Durable,48,16,16,16,14,9,12,12,,Stealth|Insight|Deception|Intimidation,Greatsword|Glaive|Handaxe,
933570,Stout Halfling,Inheritor,Fighter,Samurai,4,Great Weapon Master,48,17,18,20,14,8,9,13,,History|Animal Handling|Insight|Perception|Survival,Greatsword|Longbow|Dagger,
f2c073,Half-Elf,Haunted One,Sorcerer,Draconic Bloodline,4,,30,15,9,14,15,13,10,17,Chaotic Good,Arcana|Investigation|Survival|Deception|Intimidation|Persuasion,Dagger,Fire Bolt*0|Prestidigitaton*0|Mage Hand*0|Create Bonfire*0|Minor Illusion*0|Shield*1|Magic Missle*1|Dragons Breath*2|Scorching Ray*2|Hold Person*2
39ad18,Stout Halfling,City Watch,Fighter,Battle Master,4,,33,17,16,12,11,11,11,15,,Athletics|Insight|Survival|Intimidation,Greataxe|Handaxe,
ec35a6,Half-Orc,Hermit,Druid,Circle of the Moon,4,,36,15,16,14,16,12,18,13,,Religion|Animal Handling|Medicine|Perception|Intimidation,Scimitar,
398c78,Human,Urchin,Druid,Circle of the Shepherd,4,War Caster,35,12,12,15,16,12,18,14,,Sleight of Hand|Stealth|Animal Handling|Insight,Scimitar,
e20bf8,Wood Elf,Acolyte,Cleric,Arcana Domain,4,,27,18,8,17,13,10,18,10,,Arcana|Religion|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light|Rapier|Longbow",Frostbite*0|Mage Hand*0|Sacred Flame*0|Mending*0|Spare The Dying*0|Guidance*0|Detect Magic*1|Magic Missile*1|Cure Wounds*1|Inflict Wounds *1|Shield If Faith*1|Bless*1|Bane*1|Magic Weapon*2|Arcanist's Magic Aura*2|Aid*2|Prayer Of Healing*2|Spiral Weapon*2
90b131,Half-Elf,Soldier,Warlock,The Celestial,4,,31,14,8,16,14,12,10,18,,Athletics|Arcana|Religion|Medicine|Intimidation|Performance,"Dagger|Crossbow, Light",Light*0|Sacred Flame*0
99ad277,,,Paladin,Oath of Devotion,4,,60,22,16,12,16,8,10,16,,Athletics|Religion|Intimidation|Persuasion,Warhammer|Javelin,Protection from Evil and Good*1|Sanctuary*1
a9f112,Protector Aasimar,Noble,Paladin,,4,,28,20,16,15,15,13,13,16,Neutral Good,History|Insight|Intimidation|Persuasion,Longsword|Trident|Javelin|Unarmed strike,Light*0
934936,Deep Gnome,Sage,Wizard,School of Illusion,4,,32,12,10,14,15,18,10,10,,Arcana|History|Investigation|Insight,Quarterstaff,Minor Illusion*0|Firebolt*0|Mage Hand*0|Frostbite*0|Mage Armor*1|Find Familiar*1|Mirror Image*1|Thunderwave*1|Suggestion*2|Misty Step*2|Alganazzar's Scorcher*2
9f2bcd,High Elf,Entertainer,Sorcerer,Wild Magic,4,Magic Initiate,22,13,8,16,13,12,11,15,,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2
7c741f,High Elf,Entertainer,Sorcerer,Wild Magic,4,Magic Initiate,22,13,8,16,13,12,11,15,,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2
b11a5a,Forest Gnome,Clan Crafter,Cleric,Forge Domain,4,War Caster,31,16,14,11,14,10,15,10,,History|Religion|Insight|Medicine,Mace,Mending*0|Sacred Flame*0|Guidance*0|Identify*1|Searing Smite*1|Healing Word*1|Bless*1|Inflict Wounds*1|Sanctuary*1|Heat Metal*2|Magic Weapon*2|Silence*2|Zone of Truth*2|Spiritual Weapon*2
c85eee,High Elf,Entertainer,Sorcerer,Wild Magic,4,Magic Initiate,22,13,8,16,13,12,11,15,,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2
2f375b,Bugbear,Far Traveler,Fighter,Eldritch Knight,4,Medium Armor Master,28,20,16,16,10,14,10,8,,Athletics|Acrobatics|Stealth|Insight|Perception,Whisper|Handaxe,Toll Of The Dead*0|Booming Blade*0|Shield*1|Absorb Elements*1|Healing Elixar*1
b6e2b6,Half-Orc,Knight,Fighter,Cavalier,4,Heavy Armor Master,40,19,18,10,16,11,10,10,,Athletics|History|Animal Handling|Survival|Intimidation|Persuasion,"Battleaxe|Crossbow, light|Lance",
6c03ba,Wood Elf,Folk Hero,Ranger,Gloom Stalker,4,,32,16,10,19,14,12,14,8,Lawful Good,Athletics|Stealth|Investigation|Animal Handling|Perception|Survival,Spear|Quarterstaff|Longbow,Disguise Self*1|Animal Friendship*1|Goodberry*1|Hunter's Mark*1
45cx534,Wood Elf,Acolyte,Monk,Way of the Kensei,4,,45,20,11,20,19,14,20,14,,Acrobatics|Stealth|Investigation|Religion|Insight|Perception,Unarmed strike|Quarterstaff|Katana|Longbow,
2229dc,Serpentblood,Criminal,Rogue,Swashbuckler,4,Dual Wielder,40,14,8,15,14,13,13,12,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Dagger|Light hammer,
d09fda,Dark Elf,Haunted One,Paladin,Oath of Conquest,4,Alert,36,18,10,18,14,8,10,16,,Investigation|Insight|Perception|Survival|Persuasion,Javelin|Rapier,Armor of Frost*1|Command*1|Cure Wounds*1
e17d4d,Wood Elf,Urban Bounty Hunter,Rogue,Scout,4,Observant,23,14,10,17,10,10,15,14,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion,Shortsword|Shortbow|Dagger,
b59c79,Variant,Haunted One,Rogue,Scout,4,Elven Accuracy,44,15,12,19,17,16,13,18,,Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion,Rapier|Shortbow|Dagger,
8d0f83,Triton,Courtier,Bard,College of Valor,4,Magic Initiate,38,14,13,16,17,13,14,17,LG,Athletics|Insight|Perception|Intimidation|Persuasion,Rapier|Dagger,
45c534,Goblin,Criminal,Rogue,Assassin,4,,31,15,10,19,15,13,10,10,,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,
30f180,Half-Elf,Custom,Rogue,Swashbuckler,4,Mobile,23,14,8,16,11,12,13,16,,Arcana|Investigation|Animal Handling|Insight|Deception|Persuasion,Rapier|Shortbow|Dagger,
9ba8c2,Lightfoot Halfling,Custom,Wizard,School of Abjuration,4,Bountiful Luck,22,10,8,10,14,16,12,16,,Arcana|Investigation|Religion|Performance,Quarterstaff,Mage Hand*0|Friends*0|Bonfire*0|Frostbite*0|Sleep*1|Magic Missile*1|Mage Armor*1|Shield*1|Identify*1|Mirror image*2|Spider Climb*2|Magic Weapon*2
d2613e,Ghastly Halfling,Custom,Rogue,Arcane Trickster,4,,35,13,8,14,16,14,16,8,,Stealth|Investigation|Animal Handling|Insight|Performance,Rapier|Shortbow|Dagger,Mage Hand*0|Fire Bolt*0|Dancing Lights*0|Find Familiar*1|Tasha's Lulz*1|Catapult*1
169b93,Half-Orc,Acolyte,Barbarian,Path of the Ancestral Guardian,4,Tough,53,13,16,10,16,8,13,12,,Athletics|Religion|Insight|Perception|Intimidation|Persuasion,Greataxe|Handaxe|Javelin,
30b9a2,Firbolg,Nerd,Wizard,School of Evocation,4,Tough,34,9,12,8,14,15,16,10,,Arcana|Investigation|Insight|Performance,Quarterstaff,On/Off*0|Light*0|Lightning Lure*0|Shocking Grasp*0|Color Spray*1|Witch Bolt*1|Find Familiar*1|Identify*1|Knock*2|Enlarge/Reduce*2|Scorching Ray*2
3716ff,Dragonborn,Outlander,Barbarian,Path of the Ancestral Guardian,4,,50,13,18,10,16,10,10,12,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,
7e0794,Kenku,Outlander,Ranger,Horizon Walker,4,Sharpshooter,28,14,10,16,10,8,16,14,,Athletics|Sleight of Hand|Stealth|Animal Handling|Perception|Survival|Deception,Shortsword|Longbow,Protection from Evil and Good*1
7a2bfc,Kenku,Criminal,Warlock,The Celestial,3,,13,13,8,15,10,14,13,15,,Sleight of Hand|Stealth|Arcana|Religion|Deception,"Crossbow, Light|Dagger",Light*0|Sacred Flame*0|Eldritch Blast*0|Agonizing Blast (ELDRITCH INVOCATION)*0|Mask Of Many Faces (ELDRITCH INVOCATION)*0|Prestidigitation*0|Guidance (Pact of the Tome)*0|True Strike (Pact of the Tome)*0|Mage Hand (Pact of the Tome)*0|Cure Wounds*1|Guiding Bolt*1|Hellish Rebuke*1|Protection from Evil and Good*1|Lesser Restoration*2|Flaming Sphere*2|Mirror Image*2|Misty Step*2
c02874,Tiefling,Acolyte,Bard,College of Glamour,3,,27,13,8,15,14,10,9,17,,Sleight of Hand|Religion|Animal Handling|Insight|Performance,Mace|Dagger,
cb7e78,Hill Dwarf,Urchin,Druid,Circle of Dreams,3,,16,14,11,16,17,16,18,13,,Sleight of Hand|Stealth|Arcana|Perception,Quarterstaff|Scimitar,Druid craft*0|magic stone*0|Detect magic (r)*1|Absorb elements*1|Healing word*1|Goodberry*1|Create or destroy water*1|Earth tremmor*1|Speak with animals (r)*1|Heat metal*2|Moonbeam*2|Flame blade*2
7b790b,Human,Noble,Paladin,Oath of Vengeance,3,Magic Initiate,25,18,15,12,13,10,10,16,Lawful Evil,Athletics|History|Medicine|Intimidation|Persuasion,Longsword|+1 Longsword 2H|+1 Longsword 1H|Longbow,Eldritch Blast*0|Prestidigitation*0|Hex*1|Cure Wounds*1|Searing Smite*1|Bane*1|Hunter‰Ûªs Mark*1
0420ee,Lineage - Glas,Criminal,Sorcerer,Wild Magic,3,,22,13,8,16,15,8,8,17,,Stealth|Insight|Deception|Persuasion,"Crossbow, light|Dagger",Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2
aecexad,Ghastly Halfling,Outlander,Druid,Circle of the Moon,3,,27,16,7,14,16,8,17,13,neutral good,Athletics|Nature|Perception|Survival,Scimitar|Produce Flame,Druidcraft*0|Produce Flame*0|Goodberry*1|Create Or Destroy Water*1|Healing Word*1|Cure Wounds*1|Lesser Restoration*2|Healing Spirit*2|Pass Without Trace*2|Darkvision*2
c42xc383,Human,Far Traveler,Monk,Way of the Four Elements,3,Charger,24,16,8,17,15,8,16,8,,Acrobatics|Stealth|Insight|Perception,Shortsword|Dart|Unarmed strike,
e318fe,Dragonborn,Mercenary Veteran,Paladin,Oath of Conquest,3,,30,17,17,9,12,10,10,16,,Athletics|Insight|Medicine|Persuasion,Warhammer|Javelin,Armor of Frost*1|Command*1
4eb2e3,Firbolg,Faction Agent,Cleric,Forge Domain,3,,24,17,14,9,15,12,17,12,,History|Religion|Insight|Persuasion,"Mace|Crossbow, light",Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2
1e10e4,Goliath,Clan Crafter,Barbarian,Path of the Berserker,3,,35,15,17,14,16,8,8,10,cn,Athletics|History|Insight|Perception|Intimidation,Maul|Handaxe|Javelin,
ec42d6,Goliath,Knight,Fighter,Eldritch Knight,3,,28,17,17,10,14,15,10,8,True Neutral,Athletics|Arcana|History|Animal Handling|Persuasion,"Greatsword|Crossbow, heavy|Handaxe",
5bc7e7,Turtle,Acolyte,Cleric,Trickery Domain,3,,30,19,16,10,14,10,15,10,,Religion|Insight|Medicine|Survival|Persuasion,Mace|Light Hammer,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2
48ad18,Lizardfolk,Far Traveler,Paladin,Oath of Vengeance,3,,29,20,16,11,13,10,10,15,Chaotic Neutral,Animal Handling|Insight|Perception|Survival,Battleaxe|Javelin,Lay On Hands*0|Divine Sense*0|Wrathful Smite*1|Divine Smite*1|Bane*1|Hunter‰Ûªs Mark*1|Compelled Duel*1|Thunderous Smite*1|Command*1
c90f9b,Human,Soldier,Fighter,Champion,3,,28,16,16,15,15,12,13,12,,Athletics|Acrobatics|Perception|Intimidation,"Greataxe|Lance|Crossbow, light",
01c75e,Goliath,Outlander,Barbarian,Path of the Berserker,3,,38,15,17,13,18,12,13,14,,Athletics|Animal Handling|Survival|Intimidation,Greataxe|Handaxe|Javelin,
f797bc,Wood Elf,Clan Crafter,Rogue,Assassin,3,,24,14,8,17,14,8,13,14,,Stealth|History|Investigation|Insight|Perception|Deception|Performance,Rapier|Shortbow|Dagger,
d6525c,Wood Elf,Urchin,Rogue,Assassin,3,,24,16,11,20,12,13,14,12,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
988876,Human,Sailor,Druid,Circle of the Moon,3,Prodigy,27,13,12,14,16,12,17,16,,Athletics|Nature|Insight|Perception|Survival|Intimidation,Javelin|Quarterstaff,
292808,Fire Genasi,Noble,Sorcerer,Wild Magic,3,,18,10,8,10,14,14,14,15,,Arcana|History|Insight|Persuasion,Dagger|Dagger,
2c1c82,Changeling,Far Traveler,Warlock,The Hexblade,3,Dual Wielder,18,16,12,16,11,10,10,16,Chaotic Good,Arcana|Investigation|Insight|Perception|Deception|Persuasion,Dagger|Longsword|Sling|Shadow Blade,Eldritch Blast*0|Prestidigitation*0|Hex*1|Blur*2|Shadow Blade*2|Shatter*2
04be37,Sea Elf,Sailor,Wizard,School of Conjuration,3,,24,13,15,16,14,12,10,8,,Athletics|Investigation|Insight|Perception,Dagger,
d63bef,Wood Elf,Far Traveler,Cleric,Grave Domain,3,,30,18,13,16,14,10,18,12,,Religion|Insight|Medicine|Perception,Shortbow|Shortsword|Dagger,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2
bfa485,Human,Charlatan,Monk,Way of the Kensei,3,Prodigy,24,18,14,18,15,9,18,14,Neutral Evil,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception,Dart|Unarmed strike|Whip,
21ef24,Gray Dwarf,Mercenary Veteran,Barbarian,Path of the Battlerager,3,,35,17,16,12,17,10,10,9,,Athletics|Animal Handling|Perception|Persuasion,Greataxe|Handaxe|Javelin,
f04c3d,Goliath,clan hero,Monk,Way of the Sun Soul,3,,30,14,15,17,16,9,12,11,neutral,Athletics|Acrobatics|History|Insight|Intimidation,Spear|Dart|Unarmed strike,
